User ID;Age;Age Segmentation;Country;Streaming Platform;Top Genre;Minutes Streamed Per Day;Number of Songs Liked;Most Played Artist;Subscription Type;Listening Time (Morning/Afternoon/Night);Discover Weekly Engagement (%);Repeat Song Rate (%)
U1274;49;49-60;Japan;Amazon Music;Country;233;481;Taylor Swift;Free;Afternoon;83,99;57,83
U1275;37;37-48;UK;Deezer;Classical;299;112;Adele;Premium;Night;86,55;13,13
U1276;33;25-36;Canada;Tidal;R&B;224;259;Billie Eilish;Premium;Night;61,34;11,73
U1277;53;49-60;USA;Tidal;Reggae;514;377;Taylor Swift;Free;Afternoon;83,19;58,45
U1278;22;13-24;Canada;YouTube;Reggae;239;349;Post Malone;Premium;Night;35,30;17,04
U1279;60;49-60;South Korea;Apple Music;EDM;328;99;BTS;Free;Night;29,73;67,42
U1280;35;25-36;Canada;YouTube;Metal;202;435;Bad Bunny;Free;Night;60,49;11,22
U1281;41;37-48;Australia;Tidal;Pop;284;148;The Weeknd;Free;Night;58,35;76,67
U1282;56;49-60;India;Deezer;Hip-Hop;580;228;Drake;Free;Afternoon;83,14;6,03
U1283;55;49-60;USA;YouTube;Pop;32;155;The Weeknd;Premium;Afternoon;42,79;36,96
U1284;32;25-36;South Korea;Deezer;Rock;409;333;BTS;Premium;Afternoon;11,84;22,71
U1285;39;37-48;USA;Apple Music;Country;342;437;BTS;Premium;Morning;70,05;64,62
U1286;50;49-60;Germany;Spotify;Hip-Hop;349;480;The Weeknd;Free;Night;56,82;75,33
U1287;59;49-60;South Korea;Amazon Music;Reggae;311;428;BTS;Premium;Night;74,86;20,09
U1288;52;49-60;Australia;Tidal;Rock;281;103;Dua Lipa;Premium;Morning;78,26;25,58
U1289;32;25-36;USA;Tidal;Metal;320;107;Ed Sheeran;Premium;Morning;72,64;18,39
U1290;36;25-36;France;YouTube;Metal;21;108;Adele;Premium;Afternoon;33,13;57,81
U1291;37;37-48;Brazil;Spotify;R&B;407;267;Dua Lipa;Premium;Afternoon;78,19;62,43
U1292;13;13-24;South Korea;Deezer;Classical;446;256;Ed Sheeran;Free;Morning;38,68;79,12
U1293;27;25-36;South Korea;Tidal;Pop;369;348;Bad Bunny;Free;Morning;88,99;7,06
U1294;58;49-60;France;Tidal;Reggae;591;102;Billie Eilish;Premium;Afternoon;24,13;15,49
U1295;21;13-24;France;Tidal;Hip-Hop;389;479;Bad Bunny;Free;Night;52,21;52,88
U1296;58;49-60;Japan;Tidal;EDM;364;464;Billie Eilish;Premium;Morning;48,31;77,46
U1297;32;25-36;UK;Deezer;EDM;41;349;The Weeknd;Free;Night;12,44;7,47
U1298;21;13-24;Germany;Deezer;Rock;301;8;Billie Eilish;Free;Night;16,56;32,53
U1299;40;37-48;Canada;YouTube;Pop;252;310;The Weeknd;Premium;Morning;38,34;13,11
U1300;49;49-60;Brazil;Tidal;Country;168;364;Bad Bunny;Premium;Night;13,94;21,75
U1301;46;37-48;France;YouTube;Reggae;415;262;The Weeknd;Premium;Night;10,15;7,29
U1302;21;13-24;Japan;Deezer;Classical;437;384;Bad Bunny;Free;Night;88,12;55,47
U1303;51;49-60;Germany;Amazon Music;Reggae;27;375;Drake;Premium;Morning;76,25;57,01
U1304;16;13-24;USA;Amazon Music;Country;564;131;Dua Lipa;Free;Afternoon;65,54;64,52
U1305;40;37-48;UK;Amazon Music;Metal;149;50;Taylor Swift;Premium;Morning;45,79;51,60
U1306;14;13-24;Japan;YouTube;R&B;117;433;Bad Bunny;Free;Afternoon;75,27;30,97
U1307;26;25-36;South Korea;Apple Music;Classical;10;143;Ed Sheeran;Free;Afternoon;17,81;37,73
U1308;52;49-60;USA;Deezer;Hip-Hop;200;44;Billie Eilish;Premium;Night;14,84;52,91
U1309;48;37-48;USA;Spotify;Rock;542;274;Bad Bunny;Premium;Night;10,55;32,93
U1310;58;49-60;India;YouTube;Jazz;164;354;Drake;Premium;Afternoon;46,51;6,84
U1311;46;37-48;France;Tidal;Classical;422;129;Post Malone;Free;Night;24,78;43,35
U1312;31;25-36;Australia;Tidal;Pop;328;237;Ed Sheeran;Premium;Morning;67,08;5,51
U1313;23;13-24;India;Spotify;Reggae;289;491;Bad Bunny;Premium;Night;89,00;10,41
U1314;39;37-48;India;Tidal;R&B;332;166;Post Malone;Premium;Afternoon;39,34;33,19
U1315;13;13-24;France;Deezer;Rock;281;333;Drake;Free;Morning;44,52;14,54
U1316;25;25-36;Australia;Apple Music;Classical;312;170;BTS;Free;Afternoon;84,38;11,50
U1317;44;37-48;Australia;Tidal;Pop;559;280;Post Malone;Free;Afternoon;24,14;56,76
U1318;56;49-60;Brazil;Spotify;Classical;475;201;Bad Bunny;Free;Afternoon;45,48;19,47
U1319;16;13-24;India;YouTube;EDM;397;417;Billie Eilish;Free;Night;25,13;22,45
U1320;14;13-24;UK;Spotify;Classical;268;312;Drake;Premium;Night;32,64;78,32
U1321;48;37-48;Australia;Amazon Music;Metal;189;214;Drake;Free;Morning;83,12;41,99
U1322;45;37-48;France;Tidal;Metal;438;35;Post Malone;Premium;Afternoon;41,89;32,34
U1323;22;13-24;Brazil;Deezer;Metal;201;396;Drake;Premium;Afternoon;11,16;7,31
U1324;16;13-24;USA;Deezer;EDM;514;49;The Weeknd;Free;Night;45,29;23,98
U1325;28;25-36;Brazil;Deezer;Pop;83;435;Billie Eilish;Free;Morning;11,33;17,80
U1326;49;49-60;South Korea;Spotify;Classical;504;445;The Weeknd;Free;Night;13,34;23,56
U1327;23;13-24;India;Apple Music;Jazz;242;62;Ed Sheeran;Free;Night;51,08;62,99
U1328;36;25-36;Japan;Spotify;R&B;525;277;Bad Bunny;Premium;Morning;66,09;77,34
U1329;49;49-60;Australia;Tidal;EDM;292;53;Ed Sheeran;Free;Afternoon;26,81;23,79
U1330;35;25-36;USA;Tidal;EDM;157;3;Taylor Swift;Free;Morning;20,91;29,16
U1331;43;37-48;France;Spotify;EDM;160;111;Post Malone;Premium;Morning;29,78;13,32
U1332;41;37-48;South Korea;Deezer;Metal;207;356;Billie Eilish;Premium;Morning;45,22;67,56
U1333;36;25-36;Japan;YouTube;Country;47;190;Drake;Premium;Afternoon;67,72;47,01
U1334;24;13-24;France;Apple Music;EDM;565;389;Bad Bunny;Free;Afternoon;37,23;69,90
U1335;19;13-24;South Korea;Deezer;Metal;484;204;Post Malone;Premium;Afternoon;52,15;54,08
U1336;59;49-60;USA;Spotify;Reggae;394;231;Dua Lipa;Free;Night;47,38;5,44
U1337;60;49-60;UK;Amazon Music;R&B;405;322;Taylor Swift;Premium;Night;15,33;40,76
U1338;35;25-36;India;Deezer;Rock;287;461;Bad Bunny;Free;Night;54,28;65,77
U1339;34;25-36;USA;Tidal;R&B;14;50;Drake;Free;Night;56,89;62,56
U1340;20;13-24;Brazil;Deezer;Classical;541;106;Adele;Free;Night;80,81;25,16
U1341;21;13-24;Canada;Deezer;Pop;258;388;Ed Sheeran;Free;Morning;85,40;45,20
U1342;58;49-60;Canada;Apple Music;Pop;234;456;Ed Sheeran;Premium;Night;81,88;75,71
U1343;46;37-48;Germany;Spotify;Country;365;123;Drake;Free;Afternoon;44,14;74,97
U1344;43;37-48;UK;Apple Music;Reggae;98;213;Adele;Free;Night;29,05;75,80
U1345;22;13-24;UK;Amazon Music;Rock;47;322;Adele;Free;Afternoon;47,52;25,16
U1346;28;25-36;UK;Deezer;Reggae;396;378;Bad Bunny;Free;Night;31,79;43,93
U1347;20;13-24;Australia;Tidal;Reggae;109;132;BTS;Free;Night;50,08;44,99
U1348;23;13-24;Australia;Deezer;Reggae;356;253;Dua Lipa;Premium;Night;30,83;29,29
U1349;42;37-48;Brazil;Spotify;Pop;352;424;The Weeknd;Premium;Night;82,34;59,84
U1350;21;13-24;India;Amazon Music;EDM;218;27;Bad Bunny;Premium;Morning;88,09;31,22
U1351;26;25-36;UK;Apple Music;Country;300;236;Ed Sheeran;Free;Morning;87,81;70,80
U1352;44;37-48;UK;Deezer;R&B;468;274;Billie Eilish;Free;Afternoon;74,36;69,20
U1353;15;13-24;Japan;Deezer;EDM;52;490;The Weeknd;Free;Morning;31,72;26,57
U1354;47;37-48;UK;Amazon Music;Rock;352;79;Adele;Premium;Morning;87,44;39,59
U1355;60;49-60;Germany;Amazon Music;Jazz;392;36;Dua Lipa;Premium;Night;39,16;22,29
U1356;52;49-60;Germany;Tidal;Pop;159;415;Billie Eilish;Premium;Afternoon;13,28;44,58
U1357;42;37-48;India;Apple Music;Hip-Hop;299;245;Taylor Swift;Premium;Afternoon;44,42;72,68
U1358;16;13-24;USA;Deezer;Metal;256;416;BTS;Premium;Night;76,07;54,23
U1359;35;25-36;UK;YouTube;Hip-Hop;212;307;Taylor Swift;Free;Night;77,31;56,83
U1360;57;49-60;France;Amazon Music;Hip-Hop;181;233;Dua Lipa;Free;Morning;36,20;54,43
U1361;25;25-36;South Korea;Deezer;Classical;315;114;Adele;Premium;Morning;57,64;49,65
U1362;13;13-24;India;YouTube;Hip-Hop;421;493;The Weeknd;Premium;Night;49,28;52,94
U1363;17;13-24;Brazil;Deezer;Reggae;260;463;Drake;Premium;Night;85,54;59,20
U1364;49;49-60;India;Tidal;Reggae;189;351;Post Malone;Free;Night;14,23;9,37
U1365;32;25-36;India;Deezer;Country;257;482;Billie Eilish;Free;Night;68,24;13,73
U1366;44;37-48;Brazil;YouTube;Pop;39;320;Billie Eilish;Premium;Afternoon;51,40;23,04
U1367;49;49-60;Germany;Tidal;EDM;465;125;Taylor Swift;Premium;Afternoon;73,45;44,35
U1368;56;49-60;UK;YouTube;Classical;460;267;Drake;Premium;Afternoon;67,84;57,90
U1369;22;13-24;Japan;YouTube;Reggae;356;92;Taylor Swift;Free;Afternoon;84,15;26,10
U1370;47;37-48;France;Spotify;Metal;468;141;Ed Sheeran;Premium;Night;57,68;9,80
U1371;49;49-60;UK;Apple Music;Jazz;262;5;Post Malone;Premium;Afternoon;70,13;53,96
U1372;19;13-24;Canada;Tidal;EDM;563;452;Dua Lipa;Premium;Afternoon;60,65;39,26
U1373;41;37-48;UK;Spotify;Reggae;260;107;Drake;Premium;Morning;49,82;34,05
U1374;56;49-60;France;Amazon Music;Rock;263;472;Ed Sheeran;Free;Morning;61,54;28,58
U1375;28;25-36;Germany;Deezer;Classical;484;85;Dua Lipa;Premium;Morning;10,02;27,05
U1376;56;49-60;Brazil;Deezer;R&B;60;129;Bad Bunny;Free;Morning;19,53;49,34
U1377;30;25-36;Japan;Tidal;Country;504;249;Ed Sheeran;Premium;Afternoon;41,37;32,86
U1378;29;25-36;South Korea;Spotify;Classical;169;293;Dua Lipa;Premium;Night;37,82;23,16
U1379;58;49-60;Japan;YouTube;Hip-Hop;62;20;BTS;Premium;Afternoon;54,95;50,76
U1380;49;49-60;France;YouTube;Metal;375;300;BTS;Free;Morning;55,75;11,62
U1381;23;13-24;Japan;Tidal;Country;174;56;The Weeknd;Premium;Night;24,41;25,59
U1382;45;37-48;Japan;Apple Music;Metal;168;243;The Weeknd;Premium;Morning;57,48;38,83
U1383;37;37-48;Germany;Apple Music;Metal;29;153;Dua Lipa;Free;Night;30,09;75,41
U1384;38;37-48;Australia;Apple Music;Hip-Hop;531;431;Billie Eilish;Free;Night;78,78;13,44
U1385;43;37-48;USA;Spotify;Country;259;99;BTS;Free;Morning;18,36;71,03
U1386;54;49-60;UK;Deezer;Classical;31;320;Adele;Premium;Afternoon;75,67;72,64
U1387;51;49-60;India;Apple Music;Rock;389;345;Post Malone;Premium;Morning;48,33;5,00
U1388;28;25-36;UK;YouTube;Pop;530;168;Dua Lipa;Free;Night;33,08;32,14
U1389;19;13-24;UK;Spotify;R&B;557;184;Dua Lipa;Free;Night;61,22;55,19
U1390;34;25-36;South Korea;YouTube;Country;581;41;The Weeknd;Free;Morning;13,25;71,58
U1391;51;49-60;Germany;Tidal;Jazz;282;143;Ed Sheeran;Premium;Night;33,82;38,87
U1392;53;49-60;Canada;Amazon Music;Rock;533;78;Bad Bunny;Free;Night;86,21;62,42
U1393;25;25-36;USA;Tidal;Reggae;271;183;BTS;Free;Morning;21,03;60,35
U1394;38;37-48;Brazil;YouTube;Rock;208;468;Ed Sheeran;Free;Night;87,53;8,39
U1395;26;25-36;South Korea;Apple Music;Country;490;153;Post Malone;Premium;Morning;56,40;36,89
U1396;59;49-60;South Korea;Amazon Music;Metal;463;208;Billie Eilish;Free;Morning;79,80;74,53
U1397;27;25-36;Germany;Tidal;Hip-Hop;164;267;Post Malone;Premium;Morning;41,29;15,28
U1398;55;49-60;India;Amazon Music;Metal;126;238;Adele;Premium;Afternoon;48,99;69,56
U1399;40;37-48;Germany;Spotify;Hip-Hop;573;133;Bad Bunny;Premium;Afternoon;57,61;59,97
U1400;50;49-60;France;Spotify;Jazz;391;399;The Weeknd;Premium;Morning;80,18;27,28
U1401;22;13-24;Canada;Deezer;Jazz;219;471;Dua Lipa;Premium;Morning;18,86;67,23
U1402;51;49-60;Brazil;Apple Music;Hip-Hop;184;298;Taylor Swift;Premium;Afternoon;11,93;31,32
U1403;42;37-48;Brazil;Tidal;Rock;319;304;Bad Bunny;Free;Night;43,50;52,72
U1404;55;49-60;South Korea;Amazon Music;R&B;221;193;Ed Sheeran;Free;Afternoon;36,87;14,20
U1405;34;25-36;Japan;Apple Music;Hip-Hop;545;104;The Weeknd;Premium;Night;22,28;59,63
U1406;20;13-24;Canada;Spotify;Jazz;313;402;Bad Bunny;Premium;Night;52,42;71,88
U1407;48;37-48;UK;Deezer;Reggae;460;243;Taylor Swift;Premium;Night;50,42;10,74
U1408;27;25-36;USA;Spotify;Jazz;452;281;Adele;Premium;Afternoon;33,96;32,59
U1409;23;13-24;Canada;YouTube;R&B;295;369;Dua Lipa;Premium;Morning;77,39;49,19
U1410;34;25-36;Australia;YouTube;EDM;56;327;Taylor Swift;Free;Afternoon;42,60;48,32
U1411;27;25-36;India;Deezer;Hip-Hop;55;138;Post Malone;Free;Afternoon;10,87;20,44
U1412;45;37-48;France;Spotify;EDM;534;63;Bad Bunny;Free;Afternoon;30,66;43,88
U1413;52;49-60;South Korea;YouTube;Reggae;108;110;Ed Sheeran;Premium;Afternoon;15,03;41,93
U1414;15;13-24;UK;Amazon Music;EDM;551;405;BTS;Free;Morning;13,43;32,35
U1415;46;37-48;USA;Deezer;EDM;444;18;The Weeknd;Free;Night;64,37;79,04
U1416;59;49-60;Japan;Spotify;Jazz;44;329;Dua Lipa;Free;Afternoon;36,99;48,88
U1417;43;37-48;Brazil;Spotify;Country;334;93;Drake;Premium;Night;14,16;32,85
U1418;15;13-24;Australia;YouTube;Reggae;419;31;BTS;Free;Morning;71,32;28,63
U1419;22;13-24;Australia;YouTube;EDM;369;352;Taylor Swift;Free;Night;50,00;42,23
U1420;45;37-48;Australia;Deezer;Rock;525;72;Adele;Premium;Night;40,35;74,50
U1421;59;49-60;India;Deezer;EDM;468;98;Ed Sheeran;Free;Afternoon;49,87;79,18
U1422;52;49-60;Brazil;Spotify;Country;495;88;Dua Lipa;Free;Afternoon;17,13;69,66
U1423;16;13-24;South Korea;Amazon Music;Classical;433;433;Billie Eilish;Premium;Morning;31,83;25,43
U1424;29;25-36;Germany;Deezer;Pop;437;168;Billie Eilish;Free;Afternoon;79,41;48,48
U1425;36;25-36;USA;Spotify;Hip-Hop;237;226;Bad Bunny;Free;Morning;57,27;18,93
U1426;34;25-36;USA;YouTube;Jazz;22;158;Ed Sheeran;Free;Night;26,46;55,69
U1427;42;37-48;Germany;Apple Music;Reggae;319;178;Billie Eilish;Free;Night;40,95;25,71
U1428;36;25-36;India;Deezer;Pop;384;248;Bad Bunny;Premium;Morning;27,33;56,49
U1429;54;49-60;Canada;YouTube;Reggae;245;410;Billie Eilish;Premium;Afternoon;69,36;62,15
U1430;31;25-36;Australia;Spotify;Pop;422;314;Dua Lipa;Premium;Afternoon;30,66;36,32
U1431;57;49-60;Canada;YouTube;Classical;223;14;The Weeknd;Free;Night;88,91;51,56
U1432;14;13-24;Japan;Apple Music;R&B;67;493;Billie Eilish;Free;Night;25,61;75,67
U1433;28;25-36;Australia;YouTube;Pop;270;107;Post Malone;Premium;Night;14,88;50,68
U1434;35;25-36;Germany;YouTube;R&B;210;55;Dua Lipa;Premium;Night;81,90;18,14
U1435;34;25-36;Japan;Spotify;EDM;269;114;Taylor Swift;Free;Afternoon;72,95;37,76
U1436;30;25-36;Canada;YouTube;Hip-Hop;127;495;Ed Sheeran;Free;Morning;13,09;47,22
U1437;21;13-24;France;Amazon Music;R&B;385;479;Billie Eilish;Free;Night;39,68;15,80
U1438;51;49-60;Canada;Apple Music;R&B;143;39;Post Malone;Premium;Morning;52,88;32,53
U1439;29;25-36;UK;Apple Music;Jazz;311;367;Post Malone;Free;Afternoon;53,93;66,07
U1440;51;49-60;Japan;Deezer;Metal;93;65;Drake;Free;Morning;38,22;33,47
U1441;57;49-60;Germany;Amazon Music;EDM;477;111;Ed Sheeran;Free;Morning;29,08;39,12
U1442;19;13-24;UK;Deezer;R&B;415;175;The Weeknd;Free;Afternoon;53,90;58,97
U1443;38;37-48;France;Spotify;Metal;333;10;Drake;Free;Afternoon;84,45;22,86
U1444;46;37-48;USA;Deezer;Jazz;456;25;BTS;Premium;Afternoon;88,59;37,24
U1445;55;49-60;USA;Amazon Music;Rock;532;431;Billie Eilish;Premium;Night;61,21;67,73
U1446;33;25-36;Australia;Apple Music;Rock;69;87;Bad Bunny;Free;Morning;75,41;30,94
U1447;57;49-60;UK;Spotify;EDM;188;2;BTS;Free;Night;16,92;46,99
U1448;31;25-36;USA;YouTube;Country;99;75;Bad Bunny;Premium;Afternoon;71,40;79,06
U1449;47;37-48;Australia;YouTube;Hip-Hop;441;354;Ed Sheeran;Premium;Night;46,61;62,25
U1450;40;37-48;France;Apple Music;Rock;437;331;Taylor Swift;Free;Afternoon;68,59;72,18
U1451;34;25-36;India;Tidal;Rock;447;160;Ed Sheeran;Premium;Night;68,89;30,63
U1452;49;49-60;India;Amazon Music;Reggae;518;7;Billie Eilish;Premium;Afternoon;43,73;34,06
U1453;27;25-36;South Korea;Tidal;Hip-Hop;391;429;Taylor Swift;Premium;Morning;88,61;52,23
U1454;58;49-60;Canada;Tidal;Reggae;219;170;Bad Bunny;Free;Morning;44,24;37,49
U1455;23;13-24;USA;Deezer;Reggae;410;363;Billie Eilish;Premium;Morning;23,44;65,65
U1456;51;49-60;India;Amazon Music;Rock;441;80;BTS;Free;Morning;56,12;46,19
U1457;22;13-24;Japan;YouTube;Metal;323;307;Billie Eilish;Premium;Morning;13,05;53,65
U1458;27;25-36;South Korea;Spotify;Country;202;127;Ed Sheeran;Free;Morning;71,78;58,01
U1459;18;13-24;Canada;Amazon Music;Metal;541;255;Billie Eilish;Premium;Night;81,37;67,79
U1460;29;25-36;Japan;Spotify;Jazz;187;418;Bad Bunny;Free;Morning;65,92;7,29
U1461;31;25-36;Germany;Apple Music;Hip-Hop;572;124;The Weeknd;Premium;Night;29,98;31,58
U1462;38;37-48;Japan;Amazon Music;R&B;44;286;BTS;Free;Morning;89,10;16,02
U1463;28;25-36;Japan;Spotify;Jazz;184;236;Post Malone;Premium;Night;75,15;28,54
U1464;29;25-36;Canada;Apple Music;R&B;429;477;Taylor Swift;Free;Night;68,79;25,77
U1465;27;25-36;India;YouTube;Metal;318;267;Billie Eilish;Free;Afternoon;81,07;53,51
U1466;51;49-60;Australia;Tidal;Hip-Hop;52;99;The Weeknd;Premium;Afternoon;23,32;52,92
U1467;60;49-60;UK;Deezer;EDM;334;429;Drake;Premium;Morning;58,22;69,86
U1468;26;25-36;Australia;Tidal;Rock;402;240;Taylor Swift;Free;Morning;79,37;12,58
U1469;35;25-36;UK;YouTube;Hip-Hop;50;143;Ed Sheeran;Premium;Morning;23,56;25,88
U1470;26;25-36;Australia;Deezer;EDM;441;55;Billie Eilish;Free;Afternoon;47,37;47,49
U1471;60;49-60;UK;Deezer;Reggae;112;222;Taylor Swift;Free;Afternoon;43,07;22,33
U1472;44;37-48;Germany;Amazon Music;Jazz;129;128;BTS;Free;Night;20,54;18,07
U1473;54;49-60;Germany;Amazon Music;Metal;383;140;Ed Sheeran;Free;Afternoon;57,97;19,86
U1474;51;49-60;Australia;Apple Music;Metal;18;216;Adele;Free;Afternoon;75,58;38,97
U1475;41;37-48;Germany;Apple Music;Country;126;456;Drake;Free;Morning;50,31;65,99
U1476;47;37-48;Canada;Amazon Music;EDM;160;93;Taylor Swift;Free;Morning;38,08;44,61
U1477;50;49-60;Canada;Spotify;Metal;531;124;Taylor Swift;Premium;Afternoon;77,31;21,05
U1478;47;37-48;India;Spotify;Metal;58;246;Dua Lipa;Free;Night;58,37;68,22
U1479;54;49-60;India;Tidal;Hip-Hop;438;461;Drake;Free;Night;79,03;7,38
U1480;56;49-60;France;Apple Music;Hip-Hop;338;497;Post Malone;Premium;Night;82,79;9,62
U1481;40;37-48;Germany;Spotify;Reggae;312;195;Post Malone;Free;Afternoon;31,29;29,85
U1482;22;13-24;India;Deezer;Jazz;99;424;Post Malone;Free;Morning;55,27;68,62
U1483;58;49-60;India;YouTube;Hip-Hop;360;154;Ed Sheeran;Premium;Morning;46,14;44,09
U1484;38;37-48;South Korea;Tidal;EDM;279;304;Billie Eilish;Free;Morning;88,29;12,67
U1485;30;25-36;UK;Spotify;Country;564;217;Taylor Swift;Free;Morning;86,18;58,16
U1486;59;49-60;Australia;Apple Music;Jazz;24;479;Drake;Premium;Night;42,58;12,62
U1487;15;13-24;France;Tidal;Metal;595;375;Taylor Swift;Premium;Afternoon;60,18;58,88
U1488;23;13-24;Germany;Amazon Music;Hip-Hop;600;101;The Weeknd;Free;Afternoon;30,84;72,32
U1489;52;49-60;India;Amazon Music;Pop;393;157;Ed Sheeran;Free;Night;19,02;12,10
U1490;56;49-60;India;YouTube;Classical;388;38;The Weeknd;Premium;Night;28,69;18,54
U1491;39;37-48;Australia;YouTube;Reggae;152;39;Post Malone;Premium;Afternoon;75,68;74,84
U1492;35;25-36;India;Tidal;Rock;234;50;Adele;Premium;Morning;54,39;68,75
U1493;21;13-24;Brazil;Spotify;Classical;41;462;Taylor Swift;Free;Morning;38,10;77,82
U1494;35;25-36;Germany;Amazon Music;Jazz;33;328;Taylor Swift;Premium;Morning;86,60;56,48
U1495;57;49-60;USA;YouTube;Reggae;171;165;Post Malone;Premium;Morning;28,80;9,56
U1496;26;25-36;UK;Amazon Music;Pop;494;212;Bad Bunny;Premium;Afternoon;43,82;75,57
U1497;55;49-60;UK;Amazon Music;R&B;578;469;Adele;Free;Afternoon;76,48;76,38
U1498;49;49-60;France;YouTube;EDM;36;79;Ed Sheeran;Free;Morning;13,31;27,52
U1499;39;37-48;USA;Amazon Music;R&B;516;142;Drake;Free;Morning;51,14;37,11
U1500;57;49-60;Brazil;Apple Music;Classical;35;132;Drake;Free;Afternoon;49,34;69,19
U1501;36;25-36;Canada;Deezer;Jazz;504;6;The Weeknd;Premium;Night;86,98;46,34
U1502;60;49-60;Germany;YouTube;Jazz;357;479;Adele;Premium;Morning;57,61;46,80
U1503;51;49-60;UK;Apple Music;R&B;496;136;The Weeknd;Premium;Morning;57,83;41,28
U1504;39;37-48;France;YouTube;Hip-Hop;178;88;Bad Bunny;Free;Morning;56,45;6,81
U1505;26;25-36;USA;YouTube;Pop;196;24;Billie Eilish;Premium;Afternoon;69,26;74,61
U1506;55;49-60;Canada;Spotify;EDM;590;32;The Weeknd;Free;Morning;89,86;15,32
U1507;19;13-24;South Korea;Apple Music;EDM;111;286;BTS;Free;Night;17,84;17,67
U1508;58;49-60;Brazil;Apple Music;EDM;333;314;Taylor Swift;Free;Morning;50,69;11,42
U1509;33;25-36;Germany;Apple Music;EDM;427;424;Taylor Swift;Free;Afternoon;81,76;5,46
U1510;47;37-48;USA;Tidal;Jazz;243;404;BTS;Free;Afternoon;32,19;43,22
U1511;42;37-48;Australia;Spotify;R&B;579;399;Billie Eilish;Free;Morning;47,75;19,38
U1512;20;13-24;Australia;Spotify;Reggae;190;69;Bad Bunny;Premium;Morning;85,43;73,73
U1513;52;49-60;Australia;Spotify;Country;262;119;Ed Sheeran;Free;Morning;49,19;74,01
U1514;16;13-24;Australia;Deezer;R&B;527;263;Dua Lipa;Premium;Afternoon;44,07;15,78
U1515;50;49-60;Japan;Deezer;Reggae;45;128;Adele;Premium;Night;19,21;72,33
U1516;21;13-24;India;Deezer;EDM;153;170;Bad Bunny;Premium;Afternoon;28,50;42,78
U1517;16;13-24;Brazil;Amazon Music;Classical;328;444;BTS;Free;Night;17,45;33,03
U1518;47;37-48;France;Spotify;EDM;467;270;Adele;Premium;Morning;62,18;29,03
U1519;18;13-24;Germany;Tidal;EDM;350;430;Billie Eilish;Free;Morning;22,40;26,92
U1520;17;13-24;Japan;Tidal;EDM;115;56;Post Malone;Premium;Morning;31,73;69,45
U1521;50;49-60;UK;Spotify;Jazz;96;369;Post Malone;Free;Night;54,97;39,33
U1522;54;49-60;Australia;Spotify;EDM;385;388;Billie Eilish;Free;Night;17,40;56,10
U1523;49;49-60;Australia;Apple Music;Rock;532;70;Adele;Premium;Afternoon;34,88;41,59
U1524;29;25-36;Canada;Tidal;Reggae;295;206;Post Malone;Free;Night;64,10;75,50
U1525;22;13-24;Australia;Deezer;Hip-Hop;477;183;Ed Sheeran;Free;Afternoon;47,47;52,97
U1526;16;13-24;Australia;Amazon Music;Hip-Hop;11;193;Adele;Free;Morning;43,45;67,06
U1527;33;25-36;UK;Deezer;R&B;324;88;Adele;Premium;Afternoon;89,46;72,93
U1528;17;13-24;Canada;Tidal;EDM;89;160;BTS;Premium;Afternoon;27,05;63,59
U1529;35;25-36;Japan;Spotify;EDM;93;358;Post Malone;Free;Morning;71,09;16,81
U1530;18;13-24;UK;Spotify;Pop;363;202;Billie Eilish;Premium;Morning;45,97;72,43
U1531;54;49-60;India;Apple Music;R&B;78;139;Billie Eilish;Free;Night;16,98;76,25
U1532;15;13-24;France;Deezer;Reggae;587;228;Adele;Premium;Morning;65,44;43,03
U1533;16;13-24;France;Tidal;Reggae;137;182;Dua Lipa;Premium;Night;38,21;62,04
U1534;58;49-60;France;YouTube;Reggae;121;476;Dua Lipa;Free;Morning;53,16;6,63
U1535;52;49-60;South Korea;YouTube;Country;86;9;Post Malone;Free;Afternoon;41,64;66,40
U1536;22;13-24;India;Spotify;Metal;234;236;Taylor Swift;Free;Night;16,79;63,46
U1537;42;37-48;Germany;YouTube;Metal;92;323;Post Malone;Free;Morning;42,07;33,74
U1538;24;13-24;Japan;Tidal;Metal;136;378;BTS;Premium;Morning;75,25;75,56
U1539;56;49-60;USA;Spotify;EDM;390;46;Bad Bunny;Premium;Morning;61,24;39,92
U1540;32;25-36;India;YouTube;Country;293;3;Ed Sheeran;Free;Afternoon;81,02;63,80
U1541;34;25-36;France;Apple Music;Jazz;450;4;Taylor Swift;Free;Night;68,02;70,85
U1542;36;25-36;Japan;Tidal;Pop;397;162;Ed Sheeran;Premium;Morning;29,19;44,53
U1543;36;25-36;UK;Amazon Music;Jazz;534;326;Dua Lipa;Free;Morning;11,33;77,36
U1544;32;25-36;France;Deezer;Metal;29;391;Taylor Swift;Free;Night;52,15;50,60
U1545;44;37-48;Canada;Deezer;Metal;449;195;Billie Eilish;Premium;Night;88,00;73,71
U1546;49;49-60;Canada;Spotify;EDM;76;16;Post Malone;Premium;Night;58,84;38,59
U1547;44;37-48;UK;Tidal;Rock;453;412;Adele;Premium;Afternoon;10,40;32,64
U1548;22;13-24;Germany;Spotify;Rock;39;137;Billie Eilish;Premium;Afternoon;34,42;26,30
